,pred
1777,461485.79
1778,759405.73
1779,523344.69
1780,608462.57
1781,802258.95
1782,526911.77
1783,356300.0
1784,1093859.12
1785,773145.16
1786,316724.6
1787,1174220.49
1788,399109.37
1789,518005.23
1790,917410.83
1791,2040944.25
1792,277254.7866666667
1793,1357988.7
1794,253571.6666666667
1795,2086160.0
1796,337145.82
1797,539838.95
1798,573901.9
1799,880368.88
1800,1484678.846666667
1801,754035.9
1802,473047.99
1803,812287.3375
1804,960217.6
1805,711431.3
1806,1231462.75
1807,495005.05
1808,375000.0
1809,539767.43
1810,2628270.48
1811,1155531.31
1812,677990.0
1813,1156379.31
1814,1065838.38
1815,408249.1
1816,1330985.99
1817,3084887.16
1818,1038968.32
1819,879660.0
1820,398696.82
1821,2355432.84
1822,491705.77
1823,828890.0
1824,810077.07
1825,1456673.81
1826,528831.3
1827,835677.0
1828,693217.1
1829,353424.99
1830,617714.26
1831,2199615.75
1832,687538.96
1833,1000540.34
1834,530451.45
1835,441902.38
1836,834597.83
1837,1234788.5
1838,1331010.67
1839,643380.0
1840,453237.24
1841,473181.88
1842,276773.06
1843,3110715.57
1844,627609.12
1845,581419.46
1846,845735.73
1847,557779.47
1848,375330.9
1849,1123347.7
1850,213799.11
1851,400873.94
1852,1215085.815
1853,1386227.42
1854,231902.4075
1855,251012.64
1856,443376.84
1857,1529897.24
1858,1919501.96
1859,590660.0
1860,685038.68
1861,1362516.75
1862,665963.38
1863,469538.09
1864,621082.54
1865,403715.55
1866,588763.8
1867,253344.49
1868,962063.73
1869,534636.51
1870,975429.48
1871,340044.38
1872,549081.06
1873,976319.93
1874,189404.98
1875,874710.99
1876,318421.78
1877,1123545.55
1878,526303.45
1879,439901.64
1880,1281230.34
1881,2267725.0
1882,163585.0
1883,327651.28
1884,370172.03333333327
1885,890916.98
1886,1823354.07
1887,887519.4
1888,484231.32
1889,1118729.42
1890,1696286.61
1891,1523415.91
1892,1354765.505
1893,388357.56
1894,1435724.52
1895,654044.96
1896,332591.6666666666
1897,2188054.95
1898,945543.13
1899,1061174.32
1900,1053355.0
1901,472488.1
1902,508721.14
1903,387973.05
1904,704499.0
1905,296760.0
1906,908117.28
1907,613258.0
1908,344135.8
1909,700344.67
1910,2130460.0
1911,437607.87
1912,358661.29
1913,151258.26
1914,1243132.12
1915,1136561.75
1916,1071614.0
1917,621994.6666666667
1918,331744.9
1919,555354.08
1920,264255.88
1921,485581.69
1922,875447.15
1923,257054.11
1924,1245275.88
1925,753046.92
1926,1226439.0466666666
1927,746630.0
1928,155703.85
1929,1081842.22
1930,2176911.69
1931,665340.34
1932,327100.0
1933,399830.0
1934,653569.69
1935,925744.71
1936,2022145.22
1937,1308404.56
1938,560537.07
1939,1037192.96
1940,270897.51
1941,358749.95
1942,706879.12
1943,1529961.78
1944,1663184.05
1945,853893.41
1946,507179.54
1947,532850.42
1948,1108304.94
1949,1028838.99
1950,1340107.0
1951,463920.0
1952,801765.0
1953,237180.0
1954,976414.53
1955,1165714.0
1956,1201290.69
1957,456497.9
1958,856656.19
1959,764563.13
1960,375178.68
1961,366926.73
1962,837159.28
1963,2280486.25
1964,210263.08
1965,2214265.85
1966,607966.3
1967,839614.0
1968,916261.06
1969,374251.87
1970,193473.8
1971,749157.5
1972,421570.6
1973,504514.75
1974,1253898.51
1975,497757.95
1976,199837.49999999997
1977,747678.87
1978,911856.42
1979,2163326.61
1980,451905.99
1981,735954.0
1982,545232.61
1983,980500.0
1984,506896.66
1985,1960843.38
1986,428136.87
1987,673258.0
1988,578610.0
1989,498664.04
1990,1991645.83
1991,572180.04
1992,1525025.6
1993,608502.46
1994,518254.94
1995,1220030.0
1996,1092891.0833333335
1997,214434.96
1998,809659.99
1999,306379.0
2000,207294.35
2001,1278332.62
2002,529849.69
2003,1303865.0
2004,239280.9
2005,568219.13
2006,524548.74
2007,363667.88
2008,824787.37
2009,1043299.14
2010,281145.0
2011,830218.09
2012,536134.28
2013,1279256.37
2014,966843.81
2015,474314.45
2016,297620.38
2017,195484.39
2018,927840.68
2019,1750651.65
2020,3445190.25
2021,1464646.0
2022,274784.92
2023,420635.0
2024,425665.6
2025,1344286.47
2026,572182.67
2027,829933.42
2028,788761.81
2029,639008.34
2030,1907374.32
2031,948830.83
2032,1953998.0
2033,685171.14
2034,666791.48
2035,266267.0
2036,1166891.23
2037,742685.84
2038,2562367.18
2039,1160516.47
2040,2134874.18
2041,529754.15
2042,568497.87
2043,710469.09
2044,302971.1
2045,374343.62666666665
2046,463697.32
2047,511038.32
2048,952741.36
2049,1107966.35
2050,1882483.58
2051,1590655.8
2052,557745.7883333333
2053,1594370.97
2054,1117712.88
2055,1731216.41
2056,372673.74
2057,195606.18
2058,311870.52
2059,378849.79
2060,220220.0
2061,890135.77
2062,460448.06
2063,781025.78
2064,1024991.84
2065,242669.24
2066,318853.0
2067,312968.48
2068,792319.0
2069,538056.19
2070,648448.0
2071,257067.69
2072,454206.73
2073,859850.45
2074,552671.92
2075,319893.9
2076,612714.05
2077,537031.82
2078,334776.88
2079,377700.0
2080,355314.34
2081,495620.68
2082,909782.3333333333
2083,724046.79
2084,327039.1
2085,1013751.135
2086,407291.57
2087,397346.0
2088,581711.7
2089,2003777.71
2090,589703.17
2091,477800.5
2092,537045.89
2093,251285.4
2094,559751.26
2095,584668.6
2096,673921.28
2097,2921086.9
2098,410520.46
2099,920668.8733333333
2100,641783.42
2101,631280.19
2102,471476.88
2103,589126.36
2104,457866.09
2105,770081.21
2106,2533606.99
2107,1451542.2616666665
2108,519071.71
2109,931824.48
2110,625771.18
2111,582645.73
2112,2107111.62
2113,376964.51
2114,459976.01
2115,293007.75666666665
2116,282883.28
2117,1240658.19
2118,310014.38
2119,2132694.57
2120,693383.28
2121,482772.68
2122,1460779.82
2123,1114395.42
2124,529449.83
2125,522729.18
2126,461188.56
2127,313119.88
2128,522220.0
2129,716143.17
2130,1778015.88
2131,224061.7
2132,237637.32
2133,367052.94
2134,541536.4
2135,1716851.6
2136,307255.53
2137,791424.61
2138,176861.0
2139,2060207.38
2140,939668.0
2141,715089.38
2142,555679.5
2143,652179.99
2144,997620.0
2145,1682417.01
2146,457696.9
2147,885736.36
2148,359573.92
2149,782929.06
2150,907914.23
2151,558337.14
2152,252060.0
2153,2132806.31
2154,521512.29
2155,600559.75
2156,1600174.88
2157,1637486.085
2158,191142.65
2159,894461.86
2160,761000.0
2161,787854.09
2162,514466.7
2163,2325056.25
2164,583857.62
2165,610185.6733333333
2166,751384.04
2167,905495.78
2168,564531.74
2169,1204346.3
2170,737585.23
2171,736859.56
2172,503142.66
2173,882049.81
2174,325676.87733333337
2175,1419117.76
2176,341941.71
2177,964795.21
2178,628202.9
2179,806755.93
2180,669096.67
2181,214080.0
2182,497688.04
2183,683380.87
2184,133144.94
2185,444781.63
2186,196840.66
2187,498063.77
2188,653367.26
2189,614361.56
2190,565819.82
2191,458797.27
2192,349015.61
2193,454913.04
2194,738220.88
2195,370990.89
2196,630279.15
2197,720637.57
2198,689296.4
2199,1405819.31
2200,705181.92
2201,835563.58
2202,1073565.03
2203,634256.94
2204,348330.8
2205,873357.76
2206,740647.88
2207,540683.7
2208,347926.19666666666
2209,401687.5
2210,155630.16
2211,2507949.18
2212,208941.0
2213,949007.92
2214,402978.68
2215,993620.31
2216,380755.33
2217,907902.0
2218,967559.55
2219,917916.84
2220,835988.33
2221,690458.5
2222,468276.69
2223,363966.85
2224,923102.77
2225,839455.04
2226,522131.99
2227,785644.2
2228,3996369.43
2229,221554.35
2230,859870.0
2231,760050.6
2232,260163.38
2233,369987.6
2234,1154599.3499999999
2235,258292.8
2236,559822.24
2237,1742634.99
2238,315040.98
2239,531527.1166666667
2240,2310530.28
2241,998728.57
2242,487994.5
2243,1560150.28
2244,516345.28
2245,777725.4
2246,598518.86
2247,1328058.23
2248,299565.0
2249,369414.0
2250,235730.0
2251,939500.0
2252,912595.9866666666
2253,395663.33
2254,375905.0
2255,972980.0
2256,769962.49
2257,209908.88
2258,592506.78
2259,1245611.22
2260,382463.18
2261,2671729.62
2262,603729.07
2263,750182.5
2264,262991.56
2265,789261.24
2266,868096.46
2267,1054878.59
2268,377817.42
2269,759587.59
2270,494706.67
2271,2006572.51
2272,426330.0
2273,431913.77
2274,1964896.46
2275,256900.0
2276,339575.38
2277,185787.0
2278,906871.7
2279,464881.47
2280,791152.09
2281,337009.89
2282,809854.4
2283,1458923.57
2284,944001.86
2285,309080.09714285715
2286,279015.0
2287,955081.49
2288,1718131.45
2289,506509.01
2290,285755.85
2291,846861.5
2292,971170.34
2293,774391.0
2294,441112.14
2295,677351.62
2296,4220254.9
2297,956023.2333333334
2298,618955.64
2299,751893.83
2300,1076499.89
2301,2058647.15
2302,497269.94
2303,345088.36
2304,570988.99
2305,455570.36
2306,1117207.17
2307,650785.85
2308,494727.69
2309,411247.02285714285
2310,708980.64
2311,671965.58
2312,1563631.01
2313,669178.0
2314,691071.52
2315,864472.0
2316,382888.12
2317,1258527.32
2318,845226.5
2319,291385.74
2320,686715.06
2321,1988291.781666667
2322,1049817.02
2323,709583.0433333335
2324,1387113.34
2325,355228.5
2326,188984.0
2327,286799.42
2328,2086260.0
2329,1822403.13
2330,466584.77
2331,311944.17
2332,1156838.36
2333,918302.63
2334,1540550.51
2335,581635.07
2336,1341757.8966666665
2337,644201.73
2338,1904835.0
2339,1375704.03
2340,574659.18
2341,521311.27
2342,1806070.0
2343,289650.5
2344,388733.92
2345,198156.0
2346,636800.56
2347,811412.67
2348,168825.39
2349,534905.71
2350,229223.74
2351,462496.3
2352,1126451.9866666666
2353,384437.78
2354,676660.0
2355,172896.0
2356,664026.08
2357,477997.5
2358,585985.0
2359,1533611.88
2360,2571869.01
2361,1195118.33
2362,246307.76
2363,582424.0
2364,1037010.23
2365,696643.71
2366,324337.87
2367,727346.67
2368,1536952.5
2369,857022.67
2370,385081.8
2371,943917.64
2372,875780.0
2373,340831.1
2374,717674.16
2375,806410.75
2376,662841.88
2377,351335.79
2378,3558996.39
2379,397542.11
2380,396180.26
2381,657996.68
2382,1376576.18
2383,622140.47
2384,701529.85
2385,1157050.0
2386,284635.0
2387,2070863.81
2388,464690.88
2389,1135249.25
2390,888156.8333333335
2391,341553.69
2392,521048.1
2393,1302818.27
2394,1297862.5
2395,571512.72
2396,432567.91
2397,984610.17
2398,460025.63
2399,143527.02380952382
2400,1255988.74
2401,196570.0
2402,790474.87
2403,281080.0
2404,502700.0
2405,683015.7
2406,481188.24
2407,2106881.0683333334
2408,1057797.23
2409,512269.8
2410,360482.94
2411,557915.86
2412,3542090.0
2413,1378784.7
2414,1277824.44
2415,1692883.67
2416,211779.37
2417,995611.32
2418,1510240.0
2419,632395.14
2420,473883.23
2421,1028989.0
2422,837587.4
2423,2138126.53
2424,478392.98
2425,586015.0
2426,1162128.08
2427,827369.4566666667
2428,1256183.65
2429,1505162.89
2430,673010.0
2431,3259613.59
2432,1591758.4
2433,454011.84
2434,263991.11
2435,783512.46
2436,1129690.0
2437,1761590.81
2438,519945.97
2439,678420.0
2440,423856.27
2441,1518444.19
2442,277946.0
2443,411459.77
2444,680952.83
2445,394467.27
2446,1727856.0
2447,336294.88
2448,831326.25
2449,2013814.81
2450,304081.57666666666
2451,504428.71
2452,435807.74
2453,574605.74
2454,446730.66
2455,989125.46
2456,1509347.48
2457,363880.86
2458,421487.25
2459,344808.5
2460,402997.35
2461,872556.71
2462,1038239.4
2463,3457037.07
2464,268879.0
2465,3669599.62
2466,459684.82
2467,333883.13166666665
2468,1231236.37
2469,797430.0
2470,667554.54
2471,408105.1966666667
2472,1519113.84
2473,3465240.54
2474,919936.7
2475,559528.85
2476,446968.82
2477,3389980.5
2478,613215.27
2479,454877.15
2480,530482.9
2481,1910127.78
2482,1996737.03
2483,781148.02
2484,1245281.67
2485,626462.97
2486,214353.7
2487,162125.53
2488,2010263.95
2489,737846.06
2490,1023099.64
2491,822965.5
2492,1971292.64
2493,238867.03
2494,311738.72
2495,1513202.5
2496,832975.7
2497,797367.81
2498,754644.38
2499,2486801.36
2500,1189876.99
2501,589057.67
2502,1730274.43
2503,266100.8
2504,872690.0
2505,227765.2
2506,2047068.26
2507,600772.58
2508,432771.02
2509,3222972.15
2510,663434.85
2511,593655.04
2512,343105.0
2513,216233.33333333337
2514,482630.86
2515,362402.63
2516,508740.15
2517,179774.5
2518,1448048.43
2519,341921.74
2520,412847.62
2521,410127.79
2522,954146.12
2523,1804982.29
2524,1399001.47
2525,173905.0
2526,799421.12
2527,537444.74
2528,1243445.63
2529,451780.0
2530,1099449.2
2531,848800.0
2532,1060286.65
2533,339596.79833333334
2534,1089899.49
2535,3957935.36
2536,1999485.52
2537,2055150.89
2538,590946.95
2539,533308.22
2540,826551.3
2541,250859.7
2542,1055777.73
2543,677638.68
2544,828828.92
2545,530278.88
2546,1926729.08
2547,333441.58
2548,897293.5
2549,392936.89
2550,396627.6
2551,499658.31
2552,1317767.94
2553,634550.0
2554,716440.0
2555,603718.45
2556,621789.5
2557,478753.99
2558,1216362.59
2559,286160.0
2560,464219.62
2561,505156.19
2562,650035.36
2563,406561.7
2564,543593.95
2565,254900.00000000003
2566,1066701.07
2567,383619.04
2568,318103.68
2569,920507.7
2570,1038697.89
2571,534520.57
2572,380395.41
2573,1578305.51
2574,521929.78
2575,2048565.65
2576,566198.4
2577,389157.7
2578,229599.6
2579,912709.58
2580,774812.76
2581,238907.51
2582,489744.68
2583,1099270.22
2584,709802.15
2585,237549.86992857142
2586,461759.76
2587,485679.666
2588,475555.57
2589,331321.43
2590,520283.3
2591,977083.42
2592,1165329.51
2593,1698810.36
2594,357282.99
2595,211086.19
2596,1404270.94
2597,233166.11
2598,425352.6
2599,399390.86
2600,660501.92
2601,354507.98
2602,422270.61
2603,2234584.52
2604,663632.88
2605,880985.85
2606,420373.22
2607,1063842.33
2608,448325.0
2609,218145.8
2610,640075.0
2611,1173649.11
2612,683609.04
2613,864162.54
2614,259799.87
2615,954389.3
2616,3624237.2
2617,2014043.81
2618,347398.49
2619,894490.02
2620,2136116.58
2621,1228598.64
2622,403115.0
2623,1322325.07
2624,1157841.38
2625,297975.42
2626,522314.35
2627,603218.48
2628,173200.0
2629,422326.25
2630,2613651.49
2631,1225799.91
2632,773368.26
2633,353698.42
2634,926419.63
2635,393342.78
2636,609870.82
2637,1496135.1
2638,444430.88
2639,857605.21
2640,1196312.86
2641,1131181.23
2642,848093.72
2643,592994.74
2644,960706.65
2645,1302749.1
2646,508665.29
2647,1217288.65
2648,908713.71
2649,170119.83
2650,421562.94
2651,416931.99
2652,1100055.93
2653,893505.92
2654,632713.37
2655,828689.63
2656,1587174.66
2657,310918.69
2658,703917.0
2659,990053.56
2660,403227.05
2661,271017.46
2662,755087.67
2663,483040.0
2664,1275299.09
2665,553078.8
2666,963797.74
2667,1563153.24
2668,305011.34
2669,328835.6
2670,1031945.75
2671,468670.0
2672,2158862.63
2673,1239668.08
2674,784183.41
2675,242835.57466666668
2676,264063.8
2677,1251931.61
2678,843204.87
2679,454769.52
2680,372409.36
2681,638616.15
2682,586976.59
2683,3573347.26
2684,3285235.0
2685,401441.08
2686,976041.46
2687,1372508.4
2688,446986.0
2689,691286.82
2690,238412.98
2691,532190.95
2692,392004.38
2693,346319.9
2694,481797.93
2695,1143457.91
2696,933620.65
2697,1083039.09
2698,289076.0
2699,219289.27
2700,1217320.68
2701,586243.65
2702,443707.57
2703,152334.31
2704,1022375.99
2705,1063172.39
2706,1032936.45
2707,1144638.86
2708,966838.4
2709,313702.86
2710,330025.0
2711,894159.0
2712,794118.36
2713,850466.49
2714,2456842.9
2715,651356.88
2716,3083205.22
2717,2496496.59
2718,478530.0
2719,393981.27
2720,380403.27
2721,913396.33
2722,491695.44
2723,976732.39
2724,349294.51
2725,1168498.0
2726,732292.01
2727,432930.03
2728,674293.57
2729,973379.08
2730,1938735.57
2731,1121248.5
2732,589480.4
2733,1310872.06
2734,1007010.18
2735,488516.66666666674
2736,1677814.13
2737,415926.2
2738,278437.9
2739,476849.21
2740,139415.84333333335
2741,183587.59
2742,313245.22
2743,487076.53
2744,623763.6
2745,613830.26
2746,237471.48
2747,1797073.9
2748,1500516.52
2749,434507.79
2750,314919.64
2751,319259.56
2752,426536.69
2753,686429.0
2754,725264.0
2755,471721.49
2756,599922.65
2757,519306.73
2758,402507.21
2759,432464.9022222222
2760,1139818.5
2761,910666.0
2762,564023.68
2763,1080265.91
2764,312645.0
2765,1549842.94
2766,956573.68
2767,990957.78
2768,805278.82
2769,293359.88
2770,891749.97
2771,870122.6133333334
2772,692082.38
2773,435198.68
2774,2921333.88
2775,989068.66
2776,754078.97
2777,929248.84
2778,492422.49
2779,429059.57
2780,150220.0
2781,277970.92
2782,1008436.12
2783,610208.76
2784,1261171.1
2785,514048.65
2786,1057196.18
2787,433271.71
2788,297315.0
2789,608700.88
2790,1027891.18
2791,433015.0
2792,1304476.11
2793,337700.21
2794,3223195.54
2795,392375.52
2796,2283165.0
2797,514227.91
2798,656923.22
2799,610145.97
2800,2337356.31
2801,538849.45
2802,1021488.02
2803,2943801.0
2804,658054.8
2805,172006.0
2806,746739.4
2807,226580.0
2808,1194716.57
2809,399894.03
2810,402286.77
2811,515572.83
2812,1547475.15
2813,414935.13
2814,766215.0
2815,360556.91
2816,1433185.21
2817,791312.39
2818,237223.08
2819,450353.63
2820,764913.56
2821,749628.4
2822,2226811.0
2823,752593.86
2824,1119769.47
2825,423383.88
2826,250283.62
2827,1677562.58
2828,946140.81
2829,692735.81
2830,1201950.0
2831,248907.71666666667
2832,424308.75
2833,745174.37
2834,1881979.15
2835,547824.55
2836,423113.33
2837,594181.92
2838,811014.76
2839,578950.0
2840,551790.35
2841,2525679.67
2842,291732.45333333337
2843,1133260.4
2844,461402.19
2845,1449031.34
2846,374669.0
2847,535998.58
2848,376314.72
2849,409338.05
2850,2299135.83
2851,2613195.56
2852,586128.67
2853,1452260.0
2854,3078766.64
2855,885110.47
2856,3105320.37
2857,2291462.87
2858,919132.14
2859,859350.73
2860,1169027.67
2861,642900.65
2862,649860.26
2863,576557.0
2864,959209.82
2865,402631.53
2866,205222.0
2867,180020.0
2868,605219.08
2869,596152.65
2870,236028.72
2871,561532.06
2872,1631072.08
2873,117297.46
2874,2227617.35
2875,828035.0
2876,518013.62
2877,334564.19
2878,130510.0
2879,726932.5
2880,1565646.89
2881,734621.58
2882,759991.7666666667
2883,539494.92
2884,613798.4
2885,528049.23
2886,1633209.96
2887,617925.1
2888,542797.43
2889,650654.07
2890,404589.07
2891,835702.37
2892,485349.72
2893,565198.92
2894,647089.61
2895,1803505.68
2896,1043669.74
2897,1551541.3
2898,577444.9
2899,1058188.83
2900,644930.73
2901,1107835.57
2902,525850.25
2903,290566.76
2904,1239824.89
2905,632865.0
2906,1482392.5
2907,228579.44
2908,3874370.0
2909,667778.54
2910,141889.36
2911,1187762.63
2912,643049.28
2913,903949.7
2914,902407.02
2915,696173.17
2916,600045.38
2917,835115.32
2918,464628.4
2919,720878.51
2920,553392.26
2921,1927346.5
2922,1063867.45
2923,1472244.59
2924,477375.08
2925,493186.52
2926,713560.0
2927,232497.08
2928,599865.0
2929,552821.1
2930,933907.5
2931,379760.25
2932,681717.17
2933,375817.0
2934,733446.37
2935,416511.5
2936,1217466.36
2937,708796.87
2938,2481760.0
2939,2230030.83
2940,448384.73
2941,748862.49
2942,381275.86
2943,499817.13
2944,928667.91
2945,612788.19
2946,478835.81
2947,522079.71
2948,1302394.72
2949,383740.18666666665
2950,762488.79
2951,1247785.0
2952,1416705.26
2953,493100.0
2954,283630.0
2955,1698939.7
2956,377373.43
2957,538747.82
2958,1347753.06
2959,2362429.95
2960,742569.3
2961,2402233.49
2962,1731193.63
2963,437399.39
2964,1577371.66
2965,546632.42
2966,688806.05
2967,1349901.8
2968,539568.84
2969,817786.46
2970,789452.67
2971,400685.46
2972,695339.98
2973,449230.6
2974,578553.22
2975,896665.0
2976,703678.03
2977,968297.17
2978,330930.0
2979,758841.07
2980,360283.0
2981,288650.0
2982,946222.2
2983,1747865.97
2984,785289.02
2985,303020.0
2986,1198355.0
2987,183818.29
2988,353788.4
2989,311538.48
2990,703845.0
2991,1151664.47
2992,211474.99
2993,154101.94
2994,585567.03
2995,543478.0
2996,1139119.66
2997,632656.0
2998,616886.0
2999,563487.12
3000,954952.0
3001,1687426.48
3002,457860.41
3003,748120.2
3004,1472694.14
3005,945460.0
3006,578058.2
3007,1025907.13
3008,458238.28
3009,130738.14
3010,481186.06
3011,461521.51
3012,1156111.72
3013,830170.0
3014,449266.51
3015,469604.4
3016,1318110.0
3017,476023.16
3018,504220.89
3019,690739.37
3020,291662.64
3021,479254.55
3022,2958361.89
3023,1877675.7
3024,1489284.87
3025,434475.88
3026,1092887.46
3027,752926.16
3028,823699.0
3029,405696.02
3030,909523.0
3031,609619.65
3032,487218.21
3033,422592.88
3034,1345533.07
3035,968376.34
3036,333405.0
3037,516319.28
3038,1800710.0
3039,546875.77
3040,448490.97
3041,771796.36
3042,429868.12
3043,516309.72
3044,209568.21333333335
3045,959469.6
3046,849415.85
3047,576566.6666666667
3048,421076.34
3049,574433.43
3050,590460.01
3051,478266.74
3052,1022131.27
3053,732150.0
3054,957742.07
3055,484015.89
3056,513067.09
3057,694510.0
3058,182890.0
3059,857244.35
3060,1049099.41
3061,530510.0
3062,462805.73
3063,271157.1666666667
3064,732811.0
3065,592574.55
3066,1901964.76
3067,1661679.76
3068,648303.65
3069,3395093.67
3070,361501.19
3071,265329.73
3072,2812234.83
3073,1997988.74
3074,468320.5
3075,369087.15
3076,409501.07
3077,593902.87
3078,1336557.99
3079,892424.07
3080,367002.5
3081,1448615.0
3082,203694.07
3083,2353890.16
3084,448021.53
3085,1450102.2
3086,486920.48
3087,423813.3333333334
3088,658718.22
3089,518587.45
3090,502469.0
3091,745827.6
3092,1192023.75
3093,759586.0
3094,999616.85
3095,417861.78
3096,170683.1
3097,1494970.68
3098,312350.9
3099,210917.31999999995
3100,770018.75
3101,1318595.82
3102,494307.6
3103,236961.71
3104,499451.25
3105,1083464.49
3106,321947.54
3107,261021.8
3108,370906.63
3109,812779.5
3110,455000.0
3111,1012333.29
3112,890784.33
3113,448601.62
3114,299186.2366666667
3115,853249.58
3116,379532.03
3117,633980.0
3118,1239595.93
3119,640390.0
3120,723831.38
3121,1036121.95
3122,467498.5
3123,584803.0
3124,575045.86
3125,1029126.24
3126,651659.91
3127,871461.84
3128,543745.74
3129,846268.92
3130,1054465.87
3131,430076.0
3132,2642948.87
3133,280044.99999999994
3134,1792355.76
3135,270016.0
3136,638160.0
3137,2229638.77
3138,645820.22
3139,605549.4
3140,309956.0
3141,235927.24
3142,398705.0
3143,2260432.705
3144,1034075.98
3145,322985.22
3146,289045.50000000006
3147,509458.26
3148,1372676.9826666666
3149,528435.54
3150,647400.0
3151,512381.5
3152,329946.6666666667
3153,332520.73
3154,371999.03
3155,264030.01
3156,1243194.68
3157,1760088.15
3158,946564.88
3159,1087698.3
3160,301556.14
3161,191920.0
3162,513683.97
3163,528215.8
3164,951074.0
3165,205596.98
3166,217881.92
3167,624054.0
3168,2255951.75
3169,2558222.44
3170,1420059.62
3171,1556739.5
3172,1321678.5
3173,1760167.32
3174,343100.0
3175,418699.19
3176,405704.77
3177,1916112.77
3178,1514607.98
3179,1212304.22
3180,958885.65
3181,2165054.43
3182,506354.77
3183,980359.8
3184,468996.05
3185,652190.18
3186,216101.32
3187,734353.9233333333
3188,1051220.0
3189,2120796.7
3190,456009.13
3191,1371520.0
3192,451062.24
3193,1340678.93
3194,730039.84
3195,137972.93
3196,320299.6
3197,1926931.72
3198,1050096.4
3199,390365.96
3200,1062376.43
3201,505675.11
3202,492396.1
3203,2552352.0
3204,613723.43
3205,663746.0
3206,968742.99
3207,752735.0
3208,815409.78
3209,528148.66
3210,999893.6
3211,860860.24
3212,1053410.75
3213,1576097.99
3214,324832.73
3215,646137.99
3216,478218.66
3217,1833288.97
3218,243141.4
3219,447697.13
3220,296157.44
3221,860089.98
3222,909455.57
3223,1097821.98
3224,702879.2
3225,1169479.95
3226,785740.0
3227,480590.0
3228,244705.15
3229,349853.32
3230,1326909.61
3231,2153896.22
3232,544073.01
3233,122387.5
3234,2072376.59
3235,243464.86
3236,615013.96
3237,997249.05
3238,2076926.0
3239,1557391.29
3240,332657.13
3241,366643.99
3242,605624.83
3243,807682.5
3244,410167.77333333326
3245,399625.7
3246,2033780.58
3247,310010.67333333334
3248,1836349.4
3249,1792633.92
3250,392185.0
3251,316335.0
3252,1007896.42
3253,232556.57333333333
3254,449707.15
3255,672177.56
3256,521715.04
3257,1087131.19
3258,457302.77
3259,332702.95
3260,343856.66666666674
3261,2205448.06
3262,545559.0
3263,805058.51
3264,406146.38
3265,1119762.28
3266,419666.0
3267,887383.75
3268,1240849.905
3269,718154.77
3270,1260511.0
3271,375266.61
3272,1344227.72
3273,523499.63
3274,723501.8
3275,246016.0
3276,584812.36
3277,1577378.47
3278,1977787.8
3279,1543269.97
3280,165357.72
3281,655194.98
3282,468198.96
3283,1175331.0733333332
3284,484338.4
3285,414472.1
3286,488139.39
3287,766329.0
3288,688407.87
3289,407817.44
3290,421725.95
3291,645522.78
3292,217304.19
3293,463898.81
3294,912751.8166666668
3295,755481.19
3296,503763.25
3297,211321.44
3298,710760.0
3299,1468335.7466666668
3300,1289337.21
3301,121960.0
3302,639408.83
3303,1032033.89
3304,582570.0
3305,349588.85
3306,481094.25
3307,597649.96
3308,379353.47
3309,1339897.58
3310,1149252.5
3311,507978.8
3312,710281.07
3313,830620.92
3314,1022315.63
3315,1178500.43
3316,480373.47
3317,508396.31
3318,952753.48
3319,522468.5
3320,1865981.38
3321,444439.46
3322,1657740.64
3323,124039.27
3324,521384.57
3325,1204226.99
3326,1091650.94
3327,380412.26
3328,584133.74
3329,1172430.0
3330,2438694.48
3331,600341.03
3332,1965927.27
3333,1867725.59
3334,387909.96
3335,774397.5
3336,196085.0
3337,2393836.95
3338,754339.34
3339,191785.0
3340,662354.22
3341,257819.92
3342,1213609.11
3343,445610.6
3344,606256.07
3345,468002.9
3346,533751.32
3347,1036188.99
3348,142672.73
3349,2111730.84
3350,371860.0
3351,1272604.8216666668
3352,649154.1333333333
3353,387094.81
3354,240734.0
3355,304929.34
3356,300275.5
3357,1045452.85
3358,971905.76
3359,1130841.4
3360,676093.71
3361,866067.54
3362,784948.29
3363,839982.08
3364,1465956.28
3365,1038935.46
3366,559327.4
3367,530244.56
3368,385599.62
3369,747140.0
3370,836993.235
3371,1440722.93
3372,1726196.92
3373,496320.75
3374,239175.0
3375,1190432.61
3376,399115.98
3377,738394.12
3378,707307.6
3379,775627.76
3380,525114.98
3381,209060.44499999995
3382,1061499.32
3383,397441.87
3384,1492744.79
3385,839023.14
3386,1042631.11
3387,611020.0
3388,1167815.0
3389,341045.0
3390,140400.36
3391,945360.47
3392,729122.4666666666
3393,862717.34
3394,479883.45
3395,241655.44
3396,554161.62
3397,864257.6066666666
3398,490129.0
3399,467128.48
3400,1032128.5
3401,808438.6
3402,472675.0
3403,486669.15
3404,487453.25
3405,1049141.89
3406,384655.02
3407,201032.05
3408,272032.41
3409,428991.11
3410,1050510.04
3411,1004850.77
3412,1697495.9
3413,177710.81666666668
3414,1504829.75
3415,1436417.49
3416,193511.2
3417,408061.18
3418,1164236.2
3419,341851.4
3420,1356263.71
3421,1026911.72
3422,710340.98
3423,610326.63
3424,364823.2
3425,226390.46
3426,415315.97
3427,440116.05
3428,640604.12
3429,991616.44
3430,1050872.5
3431,1670931.68
3432,441846.17
3433,507345.28
3434,2127129.98
3435,994338.0
3436,579755.0
3437,1513274.1
3438,143341.68
3439,524982.43
3440,450310.21
3441,904629.09
3442,251990.2
